"UniqueID","run_name","run_order","sample","group","SEM_file","blank1","blank2","ABS_file","CobleA","CobleB","CobleC","CobleM","CobleT","Fpeak","Stedmon_D","Optical_Brighteners","dieselBandII","Petroleum","Lignin","BIX","HIX","FI","M_to_C","JP5_empirical","JP5_normalized","Diesel_Chen"
"BIOFAC_1","run1",1,"Group001Sample0001","Group001","Group001Sample0001SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0001ABS.dat",0.0209940813461382,0.0116125202904729,0.0208027409720861,0.0220256669355691,0.0227198529617793,0.0240854091844037,0.00967530783114983,0.0171791474925949,0.00777158814288799,0.0267463856656143,0,0.854649766758646,2.61206667030442,1.54206054767393,1.05878677070122,1.04173862518541,0.0381298578805672,7.24920858170464
"BIOFAC_10","run1",10,"Group001Sample0010","Group001","Group001Sample0010SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0010ABS.dat",0.0213408213102223,0.0271855712332182,0.0213061733560353,0.0224014720841845,0.0219616325452696,0.029517812928651,0.010167421470511,0.0175103670528043,0.00760887955372592,0.0282093665869696,0.055324465945165,0.834667585116913,2.24185920719599,1.5896175436601,1.05140757609761,1.18082065268841,0.039808549205209,8.74180882711586
"BIOFAC_100","run3",47,"Group005Sample0007","Group005","Group005Sample0007SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0007ABS.dat",0.00833933748185935,0.00850343904906986,0.00854186386103945,0.00909862835830553,0.00661692439260275,0.00255252351764061,0.00375263725015042,0.00634650078821506,0.00314928143116508,0.00799426780171284,0.0133007337803666,0.83540724660029,2.2726267847161,1.49965957176964,1.06518068027349,0.411419232845754,0.0392873404179083,2.97223991140504
"BIOFAC_101","run3",48,"Group005Sample0008","Group005","Group005Sample0008SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0008ABS.dat",0.00747340105669062,0.015796056536958,0.00766392801774229,0.00762483797506928,0.00946328786396467,0.0162566229055253,0.00365280633244068,0.0065482186880142,0.00309751092179058,0.00836698623487354,0,0.876185366582867,1.10095456068567,1.48522957584851,0.994899476797992,0.630836745365166,0.0612082522966895,3.40244382429692
"BIOFAC_102","run3",49,"Group005Sample0009","Group005","Group005Sample0009SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0009ABS.dat",0.00692864397096023,0.0159801209677457,0.00759809181956297,0.00790704966170624,0.00875727580441499,0.0237012863085526,0.00344078117238267,0.0059504502516383,0.00313665064996655,0.00770273241414608,0,0.855428812957124,1.06410518216523,1.57638672127598,1.04066255705778,0.615876634502866,0.0608577950098751,3.47087466842296
"BIOFAC_103","run3",50,"Group005Sample0010","Group005","Group005Sample0010SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0010ABS.dat",0.00821782307511133,0.0148785998928682,0.00819537557867379,0.00977925694164335,0.0110308256629563,0.011345206607119,0.00359355942734666,0.00688853651254598,0.00338422330339991,0.00981262489422029,0,0.790036748812395,1.5006343731351,1.45597102152367,1.19326525645648,0.639176680920988,0.057897309411651,3.23838850507545
"BIOFAC_104","run3",51,"Group006Sample0001","Group006","Group006Sample0001SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0001ABS.dat",0.00803790662805971,0.0156069550235198,0.00844280670897424,0.00856563502175108,0.00648380390878645,0.00387398562593754,0.00364256052925481,0.00644370175455056,0.00332093613233201,0.00920254976156154,0,0.823380734913398,1.70810670303471,1.4996708141804,1.01454827961965,0.49923223868965,0.0461555273140477,3.14292871831224
"BIOFAC_105","run3",52,"Group006Sample0002","Group006","Group006Sample0002SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0002ABS.dat",0.0101276003101725,0.0361575787999742,0.0104229062910192,0.0130758392795981,0.0290040304310667,0.0481133544700998,0.0043293895725572,0.00757225896289385,0.00308715755939476,0.0111652002975302,0.0120938209808041,0.819200623325581,0.987215408621335,1.53961854548033,1.2545291029686,1.57997028642175,0.108570198953032,5.61485149265412
"BIOFAC_106","run3",53,"Group006Sample0003","Group006","Group006Sample0003SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0003ABS.dat",0.0099845444280752,0.0356042576090469,0.00940118991819665,0.0119972566975042,0.0194089559901223,0.0270805308005972,0.00425843720161471,0.0073103642017462,0.00373354306052245,0.010412670697309,0.0279336668098809,0.863393725631578,1.03256625510134,1.49101143311144,1.27614236090292,1.27856798524183,0.0857476637694204,5.65615082815713
"BIOFAC_107","run3",54,"Group006Sample0004","Group006","Group006Sample0004SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0004ABS.dat",0.0071352809300717,0.00626500348239803,0.0075811230824174,0.00860672372977322,0.00233024644525623,0.00123114248777811,0.00337712239881778,0.00592343183175081,0.00280699769098139,0.00927467103265133,0,0.775805941423816,4.6394699027665,1.4609588656826,1.13528347135459,0.223243712766378,0.024105660876931,2.09039298189521
"BIOFAC_108","run3",55,"Group006Sample0005","Group006","Group006Sample0005SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0005ABS.dat",0.00864781688325283,0.0155414504592515,0.00827944780261431,0.00854228782346437,0.00809631875102152,0.0161101674235791,0.00366514690108246,0.00662517608589958,0.0031333660078209,0.010001087653371,0.035245912317385,0.814017963411988,1.77248827283884,1.55177035184308,1.03174608103297,0.540727997231806,0.0485077300892445,3.5614414538118
"BIOFAC_109","run3",56,"Group006Sample0006","Group006","Group006Sample0006SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0006ABS.dat",0.00791015060333967,0.0218628971480411,0.00862150063513726,0.00943703020288468,0.0121609714228824,0.027140404553016,0.00381264625002738,0.00698211023077119,0.00336437562299256,0.0100159249347404,0.00504085091750269,0.870049002792586,1.53543082145322,1.6122124578703,1.09459253119158,0.753448845481126,0.0672274959159131,3.56113983304454
"BIOFAC_11","run1",11,"Group002Sample0001","Group002","Group002Sample0001SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0001ABS.dat",0.0196761406507911,0.0146000132318415,0.0184288136011454,0.0206401273638305,0.0151586528082692,0,0.00961848072347341,0.0156177694566799,0.00740695144753906,0.0243319983406675,0,0.848763359437581,2.69398446346021,1.50938515246577,1.11999219323309,0.750948906766814,0.0294927355874937,6.49994558820825
"BIOFAC_110","run3",57,"Group006Sample0007","Group006","Group006Sample0007SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0007ABS.dat",0.0075504239292742,0.0127285503376345,0.00809093427645351,0.00916413546534931,0.0082592824849538,0.022882736695108,0.00379231570314855,0.00663100355171389,0.00311358617107815,0.00909780650531191,0.00342066175177026,0.837361762441858,1.81754002426495,1.39361893576213,1.13264243067937,0.432994225013223,0.0404607431659824,3.0705750803041
"BIOFAC_111","run3",58,"Group006Sample0008","Group006","Group006Sample0008SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0008ABS.dat",0.00743936685370693,0.00953754644407823,0.00847373379077996,0.00898006032212101,0.00976771075653796,0.0060361576260875,0.00391214969796353,0.00682394491145952,0.00266089209868754,0.00893631739197577,0,0.819559468906373,1.92268724369983,1.65399403505783,1.05975247085198,0.515981081338502,0.0477877042775975,3.15016979040181
"BIOFAC_112","run3",59,"Group006Sample0009","Group006","Group006Sample0009SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0009ABS.dat",0.00755789955452358,0.00823635639119596,0.00820402743967575,0.00849152323293029,0.00386198798353446,0.0229984088656388,0.00344413296737507,0.00657890613178032,0.00296815531645879,0.00842746244333867,0.00446034592818423,0.793368598454077,2.72107689526848,1.58600382331427,1.03504325105791,0.280912455394716,0.0280550105286742,2.6893125041235
"BIOFAC_113","run3",60,"Group006Sample0010","Group006","Group006Sample0010SEM.dat","Group006Sample0001BEM.dat","Group007Sample0001BEM.dat","Group006Sample0010ABS.dat",0.00825087476771899,0.0185295895717446,0.00866231248678904,0.0098858088162435,0.0148688641845322,0.00919093074380055,0.00408628348281449,0.00702337320235792,0.00303901720709092,0.00977507855756029,0,0.839147620117514,1.64829151390691,1.38083939430959,1.14124361494929,0.78086117908417,0.0631581379128777,4.11388149515554
"BIOFAC_114","run3",61,"Group007Sample0001","Group007","Group007Sample0001SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0001ABS.dat",0.0198229922006629,0.0260299034738759,0.0212195550257152,0.0221746969181561,0.0200040110853954,0.00402881989090452,0.0104063392131294,0.016789014422489,0.00760673342378752,0.0243768149151934,0.0358787124061057,0.811030453486676,1.96245035624993,1.55347649622507,1.04501234315627,1.01836118473904,0.0381473750425236,7.28355257810998
"BIOFAC_115","run3",62,"Group007Sample0002","Group007","Group007Sample0002SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0002ABS.dat",0.0273875788860869,0.0895756150401752,0.0279988596878314,0.0347400874510471,0.120479571176115,0.065346127185438,0.0131532789424079,0.0230998366127605,0.00967611560244938,0.0318693062744559,0.0469677225954281,0.94878687483175,0.772705054819415,1.59699466758194,1.24076793977955,5.2750578006186,0.12337733259986,17.0869049670114
"BIOFAC_116","run3",63,"Group007Sample0003","Group007","Group007Sample0003SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0003ABS.dat",0.0219401965702845,0.0444656184079707,0.022939207707887,0.029418758408547,0.0462324469577434,0.0302052808828032,0.0104635021623542,0.0189624998941457,0.00779752090844259,0.0226007140171293,0.00461883678502829,1.07096716267963,1.15313170425734,1.4641559208468,1.28246619426321,2.07641343323669,0.0687762680944999,9.31643398597807
"BIOFAC_117","run3",64,"Group007Sample0004","Group007","Group007Sample0004SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0004ABS.dat",0.0199018805242564,0.0198272911341215,0.020815657032898,0.0244009531488895,0.0234437619816617,0.00626998222657751,0.00960105053217809,0.0168919088266207,0.00753519486742843,0.0245078546961765,0.0244222560500495,0.851544456339109,1.97878283177236,1.56980484208642,1.1722403530345,1.11950501654971,0.0430056719063954,6.66163128828382
"BIOFAC_118","run3",65,"Group007Sample0005","Group007","Group007Sample0005SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0005ABS.dat",0.0214054909405285,0.0195068377941317,0.0234464186353096,0.0276610595427928,0.0186097283715282,0,0.0113966861178142,0.0190665898772616,0.00855612996953671,0.0284044282614819,0,1.0116219584492,2.55438745325076,1.57792867467545,1.17975627634389,0.965556259968044,0.0340624239529039,6.81252342095908
"BIOFAC_119","run3",66,"Group007Sample0006","Group007","Group007Sample0006SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0006ABS.dat",0.0209931118338984,0.0253741610497213,0.0216483518848571,0.0250412954913596,0.0245118547855036,0.0231416629565454,0.0104012801883704,0.0178728301930363,0.0080837744003444,0.0262343248959665,0.0247328371417102,0.86195718323589,1.90426020748705,1.52955468518694,1.15672988061857,1.14851795915124,0.0421954918909816,7.21256185783065
"BIOFAC_12","run1",12,"Group002Sample0002","Group002","Group002Sample0002SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0002ABS.dat",0.0196660170031222,0.0130962512730456,0.0198101128914807,0.020839822680672,0.015906293187475,0.000619588511976559,0.0091466429267951,0.0161456282667363,0.00711817011024999,0.0236515638388587,0,0.809204551885368,3.01503054993619,1.51381280527086,1.05197899652728,0.794509668024725,0.0309580378404243,6.67397656545167
"BIOFAC_120","run3",67,"Group007Sample0007","Group007","Group007Sample0007SEM.dat","Group007Sample0001BEM.dat","Group001Sample0001BEM.dat","Group007Sample0007ABS.dat",0.019972286863296,0.0287248063214099,0.021626675207026,0.0256200852141497,0.0231263711075076,0.00105910869189112,0.0100718764711953,0.0174652237622658,0.00776200709297727,0.0246968862383733,0.00895430581352211,0.957926080226715,1.86902244003805,1.55052108692348,1.1846520544141,1.15548098925999,0.0433181785209486,6.73937052425571
"BIOFAC_121","run4",1,"Group001Sample0001","Group001","Group001Sample0001SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0001ABS.dat",0.023926150266104,0.0134427981422867,0.0225442520447944,0.0256532757189863,0.0237462268982814,0.0180605549039205,0.010259127651833,0.0180010911879804,0.00823575623989687,0.0285996825312052,0.0437226975559021,0.89791408109576,2.01555805547623,1.60469179844499,1.13790759915274,1.2598545209265,0.0422111518877125,8.57100159359721
"BIOFAC_122","run4",2,"Group001Sample0002","Group001","Group001Sample0002SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0002ABS.dat",0.0278042857134789,0.144399432378291,0.0348029427785983,0.0301320291968967,0.147314759269655,0.043580654401048,0.0114798576009403,0.029403807479089,0.00827434160442399,0.0313381906165769,0.0773861399893602,0.908880992366573,0.639754910522892,1.57124447865525,0.865789694526235,6.91161173878584,0.136997465002656,24.3929479696993
"BIOFAC_123","run4",3,"Group001Sample0003","Group001","Group001Sample0003SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0003ABS.dat",0.024525591117747,0.0432893982961652,0.022682749361067,0.0269780572584092,0.0449513139126043,0.0247828813650943,0.0108924502374657,0.0180867822314508,0.00849026710053465,0.0297292524059651,0.0139771032337648,0.860405988072254,1.52514667814081,1.50817467473967,1.18936451789723,2.21842395408784,0.066137979246791,10.993931909272
"BIOFAC_124","run4",4,"Group001Sample0004","Group001","Group001Sample0004SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0004ABS.dat",0.0235315001447303,0.0216948494694084,0.0225894424787946,0.0255517451561157,0.0211078195010004,0.00620474990871908,0.0108464144348934,0.0172603757930569,0.00778898611998064,0.027810383454308,0.0254238545981435,0.842447332783115,1.88024214495947,1.58791484034295,1.13113659976787,1.19565821825386,0.0396905855727787,8.74337438339567
"BIOFAC_125","run4",5,"Group001Sample0005","Group001","Group001Sample0005SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0005ABS.dat",0.023495336168495,0.0229884050808505,0.0225108835341561,0.0253255578085661,0.0222797260369717,0.0106445592684262,0.0115053151128288,0.0175212474890196,0.00830257107240339,0.0297989388697274,0.0368850263276185,0.840521038351844,1.84205290640734,1.49565174494017,1.12503615285199,1.23417133134558,0.0409766574816975,8.96733682773136
"BIOFAC_126","run4",6,"Group001Sample0006","Group001","Group001Sample0006SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0006ABS.dat",0.0241295104574021,0.0163923949062255,0.02182764140447,0.0262860947900577,0.0210301521904093,0.00154299243033219,0.0103941588967406,0.0172695279952204,0.00861710306828189,0.0289541424536161,0,0.874665708489152,2.02753054597242,1.58609400973425,1.20425722151889,1.12829331230396,0.0372038296283672,8.67110284535251
"BIOFAC_127","run4",7,"Group001Sample0007","Group001","Group001Sample0007SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0007ABS.dat",0.0254382318823346,0.0727184499938543,0.0237007373453642,0.0284220587219259,0.0749124390051036,0.0190203050464276,0.0113606475358409,0.0193338495265149,0.0085398039954091,0.0300923081172761,0.11547442310843,0.905056840552486,1.1082318612849,1.56606777525552,1.19920567481776,3.49416429302243,0.093221805394263,14.4268611734225
"BIOFAC_128","run4",8,"Group001Sample0008","Group001","Group001Sample0008SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0008ABS.dat",0.0238257505373129,0.019345875254832,0.0224324816839258,0.0262410599114467,0.0202602872626693,0.0195183991648016,0.0105680800659481,0.0169688121726868,0.00808307578517511,0.0272565749231483,0.016817277572906,0.878402234881706,1.93745034582931,1.61280610756394,1.16977962051564,1.18755338844927,0.0398686015951669,8.82532613999571
"BIOFAC_129","run4",9,"Group001Sample0009","Group001","Group001Sample0009SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0009ABS.dat",0.0233881062913088,0.025010738698955,0.0224384223498387,0.0246445816050797,0.0280715122005639,0.00229650731049239,0.0101396521456723,0.0171305244441947,0.00765625242709078,0.0289393080073296,0.0041241455196995,0.857466730930998,1.68651784745949,1.52036197802928,1.09832060475753,1.534706851938,0.0490403386756635,9.97660861952874
